0    0    0
0.005    1e-06    0.002369
0.015    1e-06    0.008813
0.025    4e-06    0.017728
0.035    8e-06    0.028125
0.045    10.66    0.041736
0.055    1e-05    0.06432
0.065    9e-06    0.082638
0.075    1.1e-05    0.101511
0.085    2e-05    0.121724
0.095    2e-05    0.150365
0.105    2.5e-05    0.173119
0.115    2.8e-05    0.196042
0.125    2.5e-05    0.218464
0.135    2.8e-05    0.2469
0.145    3.1e-05    0.27394
0.155    2.7e-05    0.29669
0.165    3.2e-05    0.318842
0.175    4e-05    0.346779
0.185    3.2e-05    0.372119
0.195    3.1e-05    0.395491
0.205    3.2e-05    0.416009
0.215    2.7e-05    0.438941
0.225    3e-05    0.467846
0.235    3.4e-05    0.485888
0.245    3.1e-05    0.506126
0.255    2.9e-05    0.523948
0.265    3.5e-05    0.551388
0.275    2.9e-05    0.567774
0.285    3e-05    0.583997
0.295    2.5e-05    0.601774
0.305    2.5e-05    0.623274
0.315    2.1e-05    0.640341
0.325    3e-05    0.656219
0.335    2.2e-05    0.669621
0.345    2.1e-05    0.689206
0.355    1.6e-05    0.704014
0.365    2.2e-05    0.717278
0.375    1.8e-05    0.728638
0.385    2.2e-05    0.744302
0.395    1.2e-05    0.759161
0.405    1.4e-05    0.769531
0.415    1e-05    0.780321
0.425    8e-06    0.792146
0.435    9e-06    0.807023
0.445    5e-06    0.81695
0.455    5e-06    0.825077
0.465    4e-06    0.834913
0.475    0    0.846323
0.485    0    0.854275
0.495    0    0.861761
0.505    0    0.86951
0.515    0    0.877876
0.525    0    0.885391
0.535    0    0.893631
0.545    0    0.899815
0.555    0    0.906479
0.565    0    0.911851
0.575    0    0.914789
0.585    0    0.922251
0.595    0    0.927188
0.605    0    0.931157
0.615    0    0.936059
0.625    0    0.940573
0.635    0    0.941923
0.645    0    0.945549
0.655    0    0.949169
0.665    0    0.951822
0.675    0    0.952098
0.685    0    0.95457
0.695    0    0.955821
0.705    0    0.956835
0.715    0    0.958555
0.725    0    0.956996
0.735    0    0.957859
0.745    0    0.956546
0.755    0    0.95487
0.765    0    0.957014
0.775    0    0.951827
0.785    0    0.952286
0.795    0    0.950056
0.805    0    0.948004
0.815    0    0.944356
0.825    0    0.940433
0.835    0    0.934879
0.845    0    0.93458
0.855    0    0.927779
0.865    0    0.925055
0.875    0    0.918474
0.885    0    0.915643
0.895    0    0.908028
0.905    0    0.902007
0.915    0    0.898391
0.925    0    0.891375
0.935    0    0.881358
0.945    0    0.875272
0.955    0    0.867179
0.965    0    0.860126
0.975    0    0.852707
0.985    0    0.841102
0.995    0    0.83438
1.005    0    0.825799
1.015    0    0.815298
1.025    0    0.804647
1.035    0    0.79508
1.045    0    0.785541
1.055    0    0.775647
1.065    0    0.763436
1.075    0    0.752988
1.085    0    0.740339
1.095    0    0.730425
1.105    0    0.714557
1.115    0    0.702323
1.125    0    0.690566
1.135    0    0.678219
1.145    0    0.662309
1.155    0    0.64701
1.165    0    0.633476
1.175    0    0.620966
1.185    0    0.606879
1.195    0    0.586904
1.205    0    0.573813
1.215    0    0.56001
1.225    0    0.544256
1.235    0    0.521574
1.245    0    0.50605
1.255    0    0.489771
1.265    0    0.474016
1.275    0    0.450871
1.285    0    0.432272
1.295    0    0.329526
1.305    0    0.181181
1.315    0    0
1.325    0    0
1.335    0    0
1.345    0    0
1.355    0    0
1.365    0    0
1.375    0    0
1.385    0    0
1.395    0    0
1.405    0    0
1.415    0    0
1.425    0    0
1.435    0    0
1.445    0    0
1.455    0    0
1.465    0    0
1.475    0    0
1.485    0    0
1.495    0    0
1.505    0.200075    0
1.515    0    0
1.525    0    0
1.535    0    0
1.545    0    0
1.555    0    0
1.565    0    0
1.575    0    0
1.585    0    0
1.595    0    0
1.605    0    0
1.615    0    0
1.625    0    0
1.635    0    0
1.645    0    0
1.655    0    0
1.665    0    0
1.675    0    0
1.685    0    0
1.695    0    0
1.705    0    0
1.715    0    0
1.725    0    0
1.735    0    0
1.745    0    0
1.755    0    0
1.765    0    0
1.775    0    0
1.785    0    0
1.795    0    0
1.805    0    0
1.815    0    0
1.825    0    0
1.835    0    0
1.845    0    0
1.855    0    0
1.865    0    0
1.875    0    0
1.885    0    0
1.895    0    0
1.905    0    0
1.915    0    0
1.925    0    0
1.935    0    0
1.945    0    0
1.955    0    0
1.965    0    0
1.975    0    0
1.985    0    0
1.995    0    0
2.005    0    0
2.015    0    0
2.025    0    0
2.035    0    0
2.045    0    0
2.055    0    0
2.065    0    0
2.075    0    0
2.085    0    0
2.095    0    0
2.105    0    0
2.115    0    0
2.125    0    0
2.135    0    0
2.145    0    0
2.155    0    0
2.165    0    0
2.175    0    0
2.185    0    0
2.195    0    0
2.205    0    0
2.215    0    0
2.225    0    0
2.235    0    0
2.245    0    0
2.255    0    0
2.265    0    0
2.275    0    0
2.285    0    0
2.295    0    0
2.305    0    0
2.315    0    0
2.325    0    0
2.335    0    0
2.345    0    0
2.355    0    0
2.365    0    0
2.375    0    0
2.385    0    0
2.395    0    0
2.405    0    0
2.415    0    0
